Arquivo,Nome Proprietário,CPF,CNPJ,Pessoa,Nome Condutor,CPF,CNPJ,Pessoa,Placa,Marca,Renavam,Local UF,Gravidade
87,Carina Nakata,421.923.516-74,,Física,Carina Nakata,421.923.516-74,,Física,KKA3204,Mazda/MX-5 Mec,,ES,
87,Carina Nakata,421.923.516-74,,Física,Carina Nakata,421.923.516-74,,Física,KKA3204,Mazda/MX-5 Mec,,ES,
87,Carina Nakata,421.923.516-74,,Física,Carina Nakata,421.923.516-74,,Física,KKA3204,Mazda/MX-5 Mec,,ES,
87,Carina Nakata,421.923.516-74,,Física,Carina Nakata,421.923.516-74,,Física,KKA3204,Mazda/MX-5 Mec,,ES,
87,Carina Nakata,421.923.516-74,,Física,Carina Nakata,421.923.516-74,,Física,KKA3204,Mazda/MX-5 Mec,,ES,
88,Caio Teixeira,338.735.631-50,,Física,Caio Teixeira,338.735.631-50,,Física,MXG6654,Land Rover/Defender 90 TDI CSW Diesel,,ES,
88,Caio Teixeira,338.735.631-50,,Física,Caio Teixeira,338.735.631-50,,Física,MXG6654,Land Rover/Defender 90 TDI CSW Diesel,,ES,
88,Caio Teixeira,338.735.631-50,,Física,Caio Teixeira,338.735.631-50,,Física,MXG6654,Land Rover/Defender 90 TDI CSW Diesel,,ES,
88,Caio Teixeira,338.735.631-50,,Física,Caio Teixeira,338.735.631-50,,Física,MXG6654,Land Rover/Defender 90 TDI CSW Diesel,,ES,
88,Caio Teixeira,338.735.631-50,,Física,Caio Teixeira,338.735.631-50,,Física,MXG6654,Land Rover/Defender 90 TDI CSW Diesel,,ES,
89,Arlene Pinheiro,614.324.381-66,,Física,Arlene Pinheiro,614.324.381-66,,Física,JBQ0688,Mitsubishi/L200 Savana 2.5 4x4 121cv CD DTI  Dies.,,ES,
89,Arlene Pinheiro,614.324.381-66,,Física,Arlene Pinheiro,614.324.381-66,,Física,JBQ0688,Mitsubishi/L200 Savana 2.5 4x4 121cv CD DTI  Dies.,,ES,
89,Arlene Pinheiro,614.324.381-66,,Física,Arlene Pinheiro,614.324.381-66,,Física,JBQ0688,Mitsubishi/L200 Savana 2.5 4x4 121cv CD DTI  Dies.,,ES,
89,Arlene Pinheiro,614.324.381-66,,Física,Arlene Pinheiro,614.324.381-66,,Física,JBQ0688,Mitsubishi/L200 Savana 2.5 4x4 121cv CD DTI  Dies.,,ES,
89,Arlene Pinheiro,614.324.381-66,,Física,Arlene Pinheiro,614.324.381-66,,Física,JBQ0688,Mitsubishi/L200 Savana 2.5 4x4 121cv CD DTI  Dies.,,ES,
90,Daniel Fontana,288.125.321-01,,Física,Daniel Fontana,288.125.321-01,,Física,MXT0314,HAFEI/Towner Jr. Pick-up Ba,3256325344,AL,Média
90,Daniel Fontana,288.125.321-01,,Física,Daniel Fontana,288.125.321-01,,Física,MXT0314,HAFEI/Towner Jr. Pick-up Ba,3256325344,AL,Média
90,Daniel Fontana,288.125.321-01,,Física,Daniel Fontana,288.125.321-01,,Física,MXT0314,HAFEI/Towner Jr. Pick-up Ba,3256325344,AL,Média
90,Daniel Fontana,288.125.321-01,,Física,Daniel Fontana,288.125.321-01,,Física,MXT0314,HAFEI/Towner Jr. Pick-up Ba,3256325344,AL,Média
90,Daniel Fontana,288.125.321-01,,Física,Daniel Fontana,288.125.321-01,,Física,MXT0314,HAFEI/Towner Jr. Pick-up Ba,3256325344,AL,Média
91,Danila Macedo,611.117.625-03,,Física,Danila Macedo,611.117.625-03,,Física,MQU9147,Subaru/Outback 3.0 H6 SW 245cv Aut.,3256325344,AL,Média
91,Danila Macedo,611.117.625-03,,Física,Danila Macedo,611.117.625-03,,Física,MQU9147,Subaru/Outback 3.0 H6 SW 245cv Aut.,3256325344,AL,Média
91,Danila Macedo,611.117.625-03,,Física,Danila Macedo,611.117.625-03,,Física,MQU9147,Subaru/Outback 3.0 H6 SW 245cv Aut.,3256325344,AL,Média
91,Danila Macedo,611.117.625-03,,Física,Danila Macedo,611.117.625-03,,Física,MQU9147,Subaru/Outback 3.0 H6 SW 245cv Aut.,3256325344,AL,Média
91,Danila Macedo,611.117.625-03,,Física,Danila Macedo,611.117.625-03,,Física,MQU9147,Subaru/Outback 3.0 H6 SW 245cv Aut.,3256325344,AL,Média
92,Davi Guerra,214.623.386-90,,Física,Davi Guerra,214.623.386-90,,Física,MXH5004,Acura/Integra GS 1.8,3256325344,AL,Média
92,Davi Guerra,214.623.386-90,,Física,Davi Guerra,214.623.386-90,,Física,MXH5004,Acura/Integra GS 1.8,3256325344,AL,Média
92,Davi Guerra,214.623.386-90,,Física,Davi Guerra,214.623.386-90,,Física,MXH5004,Acura/Integra GS 1.8,3256325344,AL,Média
92,Davi Guerra,214.623.386-90,,Física,Davi Guerra,214.623.386-90,,Física,MXH5004,Acura/Integra GS 1.8,3256325344,AL,Média
92,Davi Guerra,214.623.386-90,,Física,Davi Guerra,214.623.386-90,,Física,MXH5004,Acura/Integra GS 1.8,3256325344,AL,Média
93,Darcy Furtado,664.954.519-89,,Física,Darcy Furtado,664.954.519-89,,Física,LCT2216,Lada/Outback Samara 1.3/ 1.5,3256325344,AL,Média
93,Darcy Furtado,664.954.519-89,,Física,Darcy Furtado,664.954.519-89,,Física,LCT2216,Lada/Outback Samara 1.3/ 1.5,3256325344,AL,Média
93,Darcy Furtado,664.954.519-89,,Física,Darcy Furtado,664.954.519-89,,Física,LCT2216,Lada/Outback Samara 1.3/ 1.5,3256325344,AL,Média
93,Darcy Furtado,664.954.519-89,,Física,Darcy Furtado,664.954.519-89,,Física,LCT2216,Lada/Outback Samara 1.3/ 1.5,3256325344,AL,Média
93,Darcy Furtado,664.954.519-89,,Física,Darcy Furtado,664.954.519-89,,Física,LCT2216,Lada/Outback Samara 1.3/ 1.5,3256325344,AL,Média
94,Ester Silva,938.727.378-48,,Física,Ester Silva,938.727.378-48,,Física,MXT0314,HAFEI/Towner Jr. Pick-up Ba,2114684790,AL,Média
94,Ester Silva,938.727.378-48,,Física,Ester Silva,938.727.378-48,,Física,MXT0314,HAFEI/Towner Jr. Pick-up Ba,2114684790,AL,Média
94,Ester Silva,938.727.378-48,,Física,Ester Silva,938.727.378-48,,Física,MXT0314,HAFEI/Towner Jr. Pick-up Ba,2114684790,AL,Média
94,Ester Silva,938.727.378-48,,Física,Ester Silva,938.727.378-48,,Física,MXT0314,HAFEI/Towner Jr. Pick-up Ba,2114684790,AL,Média
94,Ester Silva,938.727.378-48,,Física,Ester Silva,938.727.378-48,,Física,MXT0314,HAFEI/Towner Jr. Pick-up Ba,2114684790,AL,Média
95,Marli Cavalcanti,194.724.355-13,,Física,Rogério Ito,276.274.536-58,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
95,Marli Cavalcanti,194.724.355-13,,Física,Rogério Ito,276.274.536-58,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
95,Marli Cavalcanti,194.724.355-13,,Física,Rogério Ito,276.274.536-58,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
95,Marli Cavalcanti,194.724.355-13,,Física,Rogério Ito,276.274.536-58,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
95,Marli Cavalcanti,194.724.355-13,,Física,Rogério Ito,276.274.536-58,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
96,Marília Medeiras,684.356.754-16,,Física,Rita Cardoso,185.022.685-70,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
96,Marília Medeiras,684.356.754-16,,Física,Rita Cardoso,185.022.685-70,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
96,Marília Medeiras,684.356.754-16,,Física,Rita Cardoso,185.022.685-70,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
96,Marília Medeiras,684.356.754-16,,Física,Rita Cardoso,185.022.685-70,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
96,Marília Medeiras,684.356.754-16,,Física,Rita Cardoso,185.022.685-70,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
97,Marta Nunes,636.871.602-97,,Física,Rogério Ito,276.274.536-58,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
97,Marta Nunes,636.871.602-97,,Física,Rogério Ito,276.274.536-58,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
97,Marta Nunes,636.871.602-97,,Física,Rogério Ito,276.274.536-58,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
97,Marta Nunes,636.871.602-97,,Física,Rogério Ito,276.274.536-58,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
97,Marta Nunes,636.871.602-97,,Física,Rogério Ito,276.274.536-58,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
98,Mateus Guedes,668.826.212-68,,Física,Mateus Guedes,668.826.212-68,,Física,MWZ6550,Fyber/Buggy 2000W 1.6 8V,,SP,
98,Mateus Guedes,668.826.212-68,,Física,Mateus Guedes,668.826.212-68,,Física,MWZ6550,Fyber/Buggy 2000W 1.6 8V,,SP,
98,Mateus Guedes,668.826.212-68,,Física,Mateus Guedes,668.826.212-68,,Física,MWZ6550,Fyber/Buggy 2000W 1.6 8V,,SP,
98,Mateus Guedes,668.826.212-68,,Física,Mateus Guedes,668.826.212-68,,Física,MWZ6550,Fyber/Buggy 2000W 1.6 8V,,SP,
98,Mateus Guedes,668.826.212-68,,Física,Mateus Guedes,668.826.212-68,,Física,MWZ6550,Fyber/Buggy 2000W 1.6 8V,,SP,
99,Mateus Guedes,668.826.212-68,,Física,Rogério Ito,276.274.536-58,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
99,Mateus Guedes,668.826.212-68,,Física,Rogério Ito,276.274.536-58,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
99,Mateus Guedes,668.826.212-68,,Física,Rogério Ito,276.274.536-58,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
99,Mateus Guedes,668.826.212-68,,Física,Rogério Ito,276.274.536-58,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
99,Mateus Guedes,668.826.212-68,,Física,Rogério Ito,276.274.536-58,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
100,,,,,,,,,HEU1387,SSANGYONG/,,,
100,,,,,,,,,HEU1387,SSANGYONG/,,,
100,,,,,,,,,HEU1387,SSANGYONG/,,,
100,,,,,,,,,HEU1387,SSANGYONG/,,,
100,,,,,,,,,HEU1387,SSANGYONG/,,,
101,,,,,,,,,MNX1171,Volvo/,,,
101,,,,,,,,,MNX1171,Volvo/,,,
101,,,,,,,,,MNX1171,Volvo/,,,
101,,,,,,,,,MNX1171,Volvo/,,,
101,,,,,,,,,MNX1171,Volvo/,,,
102,,,,,,,,,MXG6654,Land Rover/,,,
102,,,,,,,,,MXG6654,Land Rover/,,,
102,,,,,,,,,MXG6654,Land Rover/,,,
102,,,,,,,,,MXG6654,Land Rover/,,,
102,,,,,,,,,MXG6654,Land Rover/,,,
103,,,,,,,,,MWZ6550,Fyber/,,,
103,,,,,,,,,MWZ6550,Fyber/,,,
103,,,,,,,,,MWZ6550,Fyber/,,,
103,,,,,,,,,MWZ6550,Fyber/,,,
103,,,,,,,,,MWZ6550,Fyber/,,,
104,,,,,,,,,MLO3215,LAMBORGHINI/,,,
104,,,,,,,,,MLO3215,LAMBORGHINI/,,,
104,,,,,,,,,MLO3215,LAMBORGHINI/,,,
104,,,,,,,,,MLO3215,LAMBORGHINI/,,,
104,,,,,,,,,MLO3215,LAMBORGHINI/,,,
105,,,,,,,,,KKA3204,Mazda/,,,
105,,,,,,,,,KKA3204,Mazda/,,,
105,,,,,,,,,KKA3204,Mazda/,,,
105,,,,,,,,,KKA3204,Mazda/,,,
105,,,,,,,,,KKA3204,Mazda/,,,
106,Frederico Nakata,731.211.343-53,,Física,Frederico Nakata,731.211.343-53,,Física,DPQ8378,Jaguar/X-Type ESTATE 3.0 24V 230cv,2114684790,AL,Média
106,Frederico Nakata,731.211.343-53,,Física,Frederico Nakata,731.211.343-53,,Física,DPQ8378,Jaguar/X-Type ESTATE 3.0 24V 230cv,2114684790,AL,Média
106,Frederico Nakata,731.211.343-53,,Física,Frederico Nakata,731.211.343-53,,Física,DPQ8378,Jaguar/X-Type ESTATE 3.0 24V 230cv,2114684790,AL,Média
106,Frederico Nakata,731.211.343-53,,Física,Frederico Nakata,731.211.343-53,,Física,DPQ8378,Jaguar/X-Type ESTATE 3.0 24V 230cv,2114684790,AL,Média
106,Frederico Nakata,731.211.343-53,,Física,Frederico Nakata,731.211.343-53,,Física,DPQ8378,Jaguar/X-Type ESTATE 3.0 24V 230cv,2114684790,AL,Média
107,Giovana Rosa,886.345.558-95,,Física,Giovana Rosa,886.345.558-95,,Física,HMH5586,SHINERAY/SY1020 T20 TRUCKS,2114684790,AL,Média
107,Giovana Rosa,886.345.558-95,,Física,Giovana Rosa,886.345.558-95,,Física,HMH5586,SHINERAY/SY1020 T20 TRUCKS,2114684790,AL,Média
107,Giovana Rosa,886.345.558-95,,Física,Giovana Rosa,886.345.558-95,,Física,HMH5586,SHINERAY/SY1020 T20 TRUCKS,2114684790,AL,Média
107,Giovana Rosa,886.345.558-95,,Física,Giovana Rosa,886.345.558-95,,Física,HMH5586,SHINERAY/SY1020 T20 TRUCKS,2114684790,AL,Média
107,Giovana Rosa,886.345.558-95,,Física,Giovana Rosa,886.345.558-95,,Física,HMH5586,SHINERAY/SY1020 T20 TRUCKS,2114684790,AL,Média
108,Douglas Maciel,818.556.242-30,,Física,Douglas Maciel,818.556.242-30,,Física,NEY7045,AM Gen/Hummer Hard-Top 6.5 4x4 Diesel TB,3256325344,AL,Média
108,Douglas Maciel,818.556.242-30,,Física,Douglas Maciel,818.556.242-30,,Física,NEY7045,AM Gen/Hummer Hard-Top 6.5 4x4 Diesel TB,3256325344,AL,Média
108,Douglas Maciel,818.556.242-30,,Física,Douglas Maciel,818.556.242-30,,Física,NEY7045,AM Gen/Hummer Hard-Top 6.5 4x4 Diesel TB,3256325344,AL,Média
108,Douglas Maciel,818.556.242-30,,Física,Douglas Maciel,818.556.242-30,,Física,NEY7045,AM Gen/Hummer Hard-Top 6.5 4x4 Diesel TB,3256325344,AL,Média
108,Douglas Maciel,818.556.242-30,,Física,Douglas Maciel,818.556.242-30,,Física,NEY7045,AM Gen/Hummer Hard-Top 6.5 4x4 Diesel TB,3256325344,AL,Média
109,Edgar Maldonado,362.825.377-20,,Física,Edgar Maldonado,362.825.377-20,,Física,BMV5105,CHANA/Cargo CD 1.0 8V 53cv (Pick-Up),3256325344,AL,Média
109,Edgar Maldonado,362.825.377-20,,Física,Edgar Maldonado,362.825.377-20,,Física,BMV5105,CHANA/Cargo CD 1.0 8V 53cv (Pick-Up),3256325344,AL,Média
109,Edgar Maldonado,362.825.377-20,,Física,Edgar Maldonado,362.825.377-20,,Física,BMV5105,CHANA/Cargo CD 1.0 8V 53cv (Pick-Up),3256325344,AL,Média
109,Edgar Maldonado,362.825.377-20,,Física,Edgar Maldonado,362.825.377-20,,Física,BMV5105,CHANA/Cargo CD 1.0 8V 53cv (Pick-Up),3256325344,AL,Média
109,Edgar Maldonado,362.825.377-20,,Física,Edgar Maldonado,362.825.377-20,,Física,BMV5105,CHANA/Cargo CD 1.0 8V 53cv (Pick-Up),3256325344,AL,Média
110,Edgar Nakamura,757.712.288-26,,Física,Edgar Nakamura,757.712.288-26,,Física,MNX1171,Volvo/C30 2.4 170cv Aut,3256325344,AL,Média
110,Edgar Nakamura,757.712.288-26,,Física,Edgar Nakamura,757.712.288-26,,Física,MNX1171,Volvo/C30 2.4 170cv Aut,3256325344,AL,Média
110,Edgar Nakamura,757.712.288-26,,Física,Edgar Nakamura,757.712.288-26,,Física,MNX1171,Volvo/C30 2.4 170cv Aut,3256325344,AL,Média
110,Edgar Nakamura,757.712.288-26,,Física,Edgar Nakamura,757.712.288-26,,Física,MNX1171,Volvo/C30 2.4 170cv Aut,3256325344,AL,Média
110,Edgar Nakamura,757.712.288-26,,Física,Edgar Nakamura,757.712.288-26,,Física,MNX1171,Volvo/C30 2.4 170cv Aut,3256325344,AL,Média
111,Marcos Martins,167.547.131-27,,Física,Marcos Martins,167.547.131-27,,Física,ISB1587,Honda/HR-V LX 1.8 Flexone,,SP,
111,Marcos Martins,167.547.131-27,,Física,Marcos Martins,167.547.131-27,,Física,ISB1587,Honda/HR-V LX 1.8 Flexone,,SP,
111,Marcos Martins,167.547.131-27,,Física,Marcos Martins,167.547.131-27,,Física,ISB1587,Honda/HR-V LX 1.8 Flexone,,SP,
111,Marcos Martins,167.547.131-27,,Física,Marcos Martins,167.547.131-27,,Física,ISB1587,Honda/HR-V LX 1.8 Flexone,,SP,
111,Marcos Martins,167.547.131-27,,Física,Marcos Martins,167.547.131-27,,Física,ISB1587,Honda/HR-V LX 1.8 Flexone,,SP,
112,Márcio Guerra,181.282.176-07,,Física,Renato Velho,124.495.707-05,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
112,Márcio Guerra,181.282.176-07,,Física,Renato Velho,124.495.707-05,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
112,Márcio Guerra,181.282.176-07,,Física,Renato Velho,124.495.707-05,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
112,Márcio Guerra,181.282.176-07,,Física,Renato Velho,124.495.707-05,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
112,Márcio Guerra,181.282.176-07,,Física,Renato Velho,124.495.707-05,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
113,Marília Álves,256.486.738-33,,Física,Rita Cardoso,185.022.685-70,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
113,Marília Álves,256.486.738-33,,Física,Rita Cardoso,185.022.685-70,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
113,Marília Álves,256.486.738-33,,Física,Rita Cardoso,185.022.685-70,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
113,Marília Álves,256.486.738-33,,Física,Rita Cardoso,185.022.685-70,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
113,Marília Álves,256.486.738-33,,Física,Rita Cardoso,185.022.685-70,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
114,Márcio Rosário,503.366.651-72,,Física,Rita Cardoso,185.022.685-70,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
114,Márcio Rosário,503.366.651-72,,Física,Rita Cardoso,185.022.685-70,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
114,Márcio Rosário,503.366.651-72,,Física,Rita Cardoso,185.022.685-70,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
114,Márcio Rosário,503.366.651-72,,Física,Rita Cardoso,185.022.685-70,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
114,Márcio Rosário,503.366.651-72,,Física,Rita Cardoso,185.022.685-70,,Física,MXH5004,Acura/Integra GS 1.8,,SP,
115,Ricardo Nazário,590.783.233-96,,Física,Ricardo Nazário,590.783.233-96,,Física,MUB6296,FOTON/AUMARK 3.50AK 2.8,,SP,
115,Ricardo Nazário,590.783.233-96,,Física,Ricardo Nazário,590.783.233-96,,Física,MUB6296,FOTON/AUMARK 3.50AK 2.8,,SP,
115,Ricardo Nazário,590.783.233-96,,Física,Ricardo Nazário,590.783.233-96,,Física,MUB6296,FOTON/AUMARK 3.50AK 2.8,,SP,
115,Ricardo Nazário,590.783.233-96,,Física,Ricardo Nazário,590.783.233-96,,Física,MUB6296,FOTON/AUMARK 3.50AK 2.8,,SP,
115,Ricardo Nazário,590.783.233-96,,Física,Ricardo Nazário,590.783.233-96,,Física,MUB6296,FOTON/AUMARK 3.50AK 2.8,,SP,
116,Cláudia Gomes,786.765.608-11,,Física,Cláudia Gomes,786.765.608-11,,Física,MUR2946,Rolls-Royce/Wraith 6.6 V12 Aut.,,ES,
116,Cláudia Gomes,786.765.608-11,,Física,Cláudia Gomes,786.765.608-11,,Física,MUR2946,Rolls-Royce/Wraith 6.6 V12 Aut.,,ES,
116,Cláudia Gomes,786.765.608-11,,Física,Cláudia Gomes,786.765.608-11,,Física,MUR2946,Rolls-Royce/Wraith 6.6 V12 Aut.,,ES,
116,Cláudia Gomes,786.765.608-11,,Física,Cláudia Gomes,786.765.608-11,,Física,MUR2946,Rolls-Royce/Wraith 6.6 V12 Aut.,,ES,
116,Cláudia Gomes,786.765.608-11,,Física,Cláudia Gomes,786.765.608-11,,Física,MUR2946,Rolls-Royce/Wraith 6.6 V12 Aut.,,ES,
117,Conrado Moraes,541.387.528-20,,Física,Conrado Moraes,541.387.528-20,,Física,MVZ7754,Rover/Mini Cooper 1.3,,ES,
117,Conrado Moraes,541.387.528-20,,Física,Conrado Moraes,541.387.528-20,,Física,MVZ7754,Rover/Mini Cooper 1.3,,ES,
117,Conrado Moraes,541.387.528-20,,Física,Conrado Moraes,541.387.528-20,,Física,MVZ7754,Rover/Mini Cooper 1.3,,ES,
117,Conrado Moraes,541.387.528-20,,Física,Conrado Moraes,541.387.528-20,,Física,MVZ7754,Rover/Mini Cooper 1.3,,ES,
117,Conrado Moraes,541.387.528-20,,Física,Conrado Moraes,541.387.528-20,,Física,MVZ7754,Rover/Mini Cooper 1.3,,ES,
118,Conrado Salgado,336.889.657-10,,Física,Conrado Salgado,336.889.657-10,,Física,JBQ0688,Mitsubishi/L200 Savana 2.5 4x4 121cv CD DTI  Dies.,,ES,
118,Conrado Salgado,336.889.657-10,,Física,Conrado Salgado,336.889.657-10,,Física,JBQ0688,Mitsubishi/L200 Savana 2.5 4x4 121cv CD DTI  Dies.,,ES,
118,Conrado Salgado,336.889.657-10,,Física,Conrado Salgado,336.889.657-10,,Física,JBQ0688,Mitsubishi/L200 Savana 2.5 4x4 121cv CD DTI  Dies.,,ES,
118,Conrado Salgado,336.889.657-10,,Física,Conrado Salgado,336.889.657-10,,Física,JBQ0688,Mitsubishi/L200 Savana 2.5 4x4 121cv CD DTI  Dies.,,ES,
118,Conrado Salgado,336.889.657-10,,Física,Conrado Salgado,336.889.657-10,,Física,JBQ0688,Mitsubishi/L200 Savana 2.5 4x4 121cv CD DTI  Dies.,,ES,
119,Armando Tavares,289.824.273-09,,Física,Armando Tavares,289.824.273-09,,Física,MQU9147,Subaru/Outback 3.0 H6 SW 245cv Aut.,,ES,
119,Armando Tavares,289.824.273-09,,Física,Armando Tavares,289.824.273-09,,Física,MQU9147,Subaru/Outback 3.0 H6 SW 245cv Aut.,,ES,
119,Armando Tavares,289.824.273-09,,Física,Armando Tavares,289.824.273-09,,Física,MQU9147,Subaru/Outback 3.0 H6 SW 245cv Aut.,,ES,
119,Armando Tavares,289.824.273-09,,Física,Armando Tavares,289.824.273-09,,Física,MQU9147,Subaru/Outback 3.0 H6 SW 245cv Aut.,,ES,
119,Armando Tavares,289.824.273-09,,Física,Armando Tavares,289.824.273-09,,Física,MQU9147,Subaru/Outback 3.0 H6 SW 245cv Aut.,,ES,
120,Armando Sá,431.789.221-99,,Física,Armando Sá,431.789.221-99,,Física,MXT0314,HAFEI/Towner Jr. Pick-up Ba,,ES,
120,Armando Sá,431.789.221-99,,Física,Armando Sá,431.789.221-99,,Física,MXT0314,HAFEI/Towner Jr. Pick-up Ba,,ES,
120,Armando Sá,431.789.221-99,,Física,Armando Sá,431.789.221-99,,Física,MXT0314,HAFEI/Towner Jr. Pick-up Ba,,ES,
120,Armando Sá,431.789.221-99,,Física,Armando Sá,431.789.221-99,,Física,MXT0314,HAFEI/Towner Jr. Pick-up Ba,,ES,
120,Armando Sá,431.789.221-99,,Física,Armando Sá,431.789.221-99,,Física,MXT0314,HAFEI/Towner Jr. Pick-up Ba,,ES,
121,Leandro Lemos,,,,Leandro Lemos,,,,MXG6654,Land Rover/Defender 90 TDI CSW Diesel,,,Média
121,Leandro Lemos,,,,Leandro Lemos,,,,MXG6654,Land Rover/Defender 90 TDI CSW Diesel,,,Média
121,Leandro Lemos,,,,Leandro Lemos,,,,MXG6654,Land Rover/Defender 90 TDI CSW Diesel,,,Média
121,Leandro Lemos,,,,Leandro Lemos,,,,MXG6654,Land Rover/Defender 90 TDI CSW Diesel,,,Média
121,Leandro Lemos,,,,Leandro Lemos,,,,MXG6654,Land Rover/Defender 90 TDI CSW Diesel,,,Média
122,Leonardo Justino,,,,Leonardo Justino,,,,MWZ6550,Fyber/Buggy 2000W 1.6 8V,,,Média
122,Leonardo Justino,,,,Leonardo Justino,,,,MWZ6550,Fyber/Buggy 2000W 1.6 8V,,,Média
122,Leonardo Justino,,,,Leonardo Justino,,,,MWZ6550,Fyber/Buggy 2000W 1.6 8V,,,Média
122,Leonardo Justino,,,,Leonardo Justino,,,,MWZ6550,Fyber/Buggy 2000W 1.6 8V,,,Média
122,Leonardo Justino,,,,Leonardo Justino,,,,MWZ6550,Fyber/Buggy 2000W 1.6 8V,,,Média
123,Lorena Fraga,,,,Lorena Fraga,,,,MLO3215,LAMBORGHINI/Gallardo Spider LP560-4,,,Média
123,Lorena Fraga,,,,Lorena Fraga,,,,MLO3215,LAMBORGHINI/Gallardo Spider LP560-4,,,Média
123,Lorena Fraga,,,,Lorena Fraga,,,,MLO3215,LAMBORGHINI/Gallardo Spider LP560-4,,,Média
123,Lorena Fraga,,,,Lorena Fraga,,,,MLO3215,LAMBORGHINI/Gallardo Spider LP560-4,,,Média
123,Lorena Fraga,,,,Lorena Fraga,,,,MLO3215,LAMBORGHINI/Gallardo Spider LP560-4,,,Média
124,Lúcia Justino,,,,Lúcia Justino,,,,KKA3204,Mazda/MX-5 Mec,,,Média
124,Lúcia Justino,,,,Lúcia Justino,,,,KKA3204,Mazda/MX-5 Mec,,,Média
124,Lúcia Justino,,,,Lúcia Justino,,,,KKA3204,Mazda/MX-5 Mec,,,Média
124,Lúcia Justino,,,,Lúcia Justino,,,,KKA3204,Mazda/MX-5 Mec,,,Média
124,Lúcia Justino,,,,Lúcia Justino,,,,KKA3204,Mazda/MX-5 Mec,,,Média
125,Lúcia Queiroz,,,,Lúcia Queiroz,,,,NAL8619,JINBEI/TOPIC VAN SL 2.2 8V/ 2.0 16V 4p,,,Média
125,Lúcia Queiroz,,,,Lúcia Queiroz,,,,NAL8619,JINBEI/TOPIC VAN SL 2.2 8V/ 2.0 16V 4p,,,Média
125,Lúcia Queiroz,,,,Lúcia Queiroz,,,,NAL8619,JINBEI/TOPIC VAN SL 2.2 8V/ 2.0 16V 4p,,,Média
125,Lúcia Queiroz,,,,Lúcia Queiroz,,,,NAL8619,JINBEI/TOPIC VAN SL 2.2 8V/ 2.0 16V 4p,,,Média
125,Lúcia Queiroz,,,,Lúcia Queiroz,,,,NAL8619,JINBEI/TOPIC VAN SL 2.2 8V/ 2.0 16V 4p,,,Média
